Date,Transaction_code,Details,Ref,Cheque,Debit,Credit,Balance
2018-07-10,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_08-07-2018""",,nan,0.0,5164000.0,43707999.82
2018-07-11,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_09-07-2018""",,nan,0.0,1485048.0,45193047.82
2018-07-11,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_09-07-2018""",,nan,0.0,2565000.0,47758047.82
2018-07-11,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_09-07-2018""",,nan,0.0,5435500.0,53193547.82
2018-07-12,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_10-07-2018""",,nan,0.0,3305.0,53196852.82
2018-07-12,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_10-07-2018""",,nan,0.0,1531908.0,54728760.82
2018-07-12,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_10-07-2018""",,nan,0.0,2771500.0,57500260.82
2018-07-12,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_10-07-2018""",,nan,0.0,5569000.0,63069260.82
2018-07-15,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_11-07-2018""",,nan,0.0,1608796.0,64678056.82
2018-07-15,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_11-07-2018""",,nan,0.0,3260000.0,67938056.82
2018-07-15,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_11-07-2018""",,nan,0.0,5968250.0,73906306.82
2018-07-16,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_12-07-2018""",,nan,0.0,1324096.0,75230402.82
2018-07-16,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_12-07-2018""",,nan,0.0,2723000.0,77953402.82
2018-07-16,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_12-07-2018""",,nan,0.0,4969500.0,82922902.82
2018-07-17,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_15-07-2018""",,nan,0.0,720.0,82923622.82
2018-07-17,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_15-07-2018""",,nan,0.0,2138091.0,85061713.82
2018-07-17,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_15-07-2018""",,nan,0.0,3605500.0,88667213.82
2018-07-17,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_15-07-2018""",,nan,0.0,7495500.0,96162713.82
2018-07-18,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_16-07-2018""",,nan,0.0,1972589.0,98135302.82
2018-07-18,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_16-07-2018""",,nan,0.0,3362500.0,101497802.82
2018-07-18,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_16-07-2018""",,nan,0.0,7685000.0,109182802.82
2018-07-18,,Intt fm Jan-Jun/18 which not applied,,nan,0.0,274697.29,109457500.11
2018-07-18,,10% Tax at Source fm Jan-Jun/18 which not applied,,nan,27469.73,0.0,109430030.38
2018-07-19,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_17-07-2018""",,nan,0.0,1602838.0,111032868.38
2018-07-19,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_17-07-2018""",,nan,0.0,3227000.0,114259868.38
2018-07-19,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_17-07-2018""",,nan,0.0,6801000.0,121060868.38
2018-07-22,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_18-07-2018""",,nan,0.0,2035.0,121062903.38
2018-07-22,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_18-07-2018""",,nan,0.0,1653055.0,122715958.38
2018-07-22,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_18-07-2018""",,nan,0.0,3087000.0,125802958.38
2018-07-22,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_18-07-2018""",,nan,0.0,6538833.0,132341791.38
2018-07-23,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_19-07-2018""",,nan,0.0,1577101.0,133918892.38
2018-07-23,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_19-07-2018""",,nan,0.0,3211500.0,137130392.38
2018-07-23,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_19-07-2018""",,nan,0.0,4690000.0,141820392.38
2018-07-24,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_22-07-2018""",,nan,0.0,2222225.0,144042617.38
2018-07-24,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_22-07-2018""",,nan,0.0,3617500.0,147660117.38
2018-07-24,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_22-07-2018""",,nan,0.0,6763750.0,154423867.38
2018-07-25,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_23-07-2018""",,nan,0.0,1868125.0,156291992.38
2018-07-25,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_23-07-2018""",,nan,0.0,2658500.0,158950492.38
2018-07-25,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_23-07-2018""",,nan,0.0,6307000.0,165257492.38
2018-07-26,,"BFT:""Trf of BRTA-Pervious Year VAT, Collection",,nan,0.0,2035.0,165259527.38
2018-07-26,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_24-07-2018""",,nan,0.0,1609763.0,166869290.38
2018-07-26,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_24-07-2018""",,nan,0.0,3094000.0,169963290.38
2018-07-26,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_24-07-2018""",,nan,0.0,5044000.0,175007290.38
2018-07-29,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_25-07-2018""",,nan,0.0,2035.0,175009325.38
2018-07-29,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_25-07-2018""",,nan,0.0,1733682.0,176743007.38
2018-07-29,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_25-07-2018""",,nan,0.0,2744000.0,179487007.38
2018-07-29,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_25-07-2018""",,nan,0.0,5520000.0,185007007.38
2018-07-30,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_26-07-2018""",,nan,0.0,1674719.0,186681726.38
2018-07-30,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_26-07-2018""",,nan,0.0,2251500.0,188933226.38
2018-07-30,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_26-07-2018""",,nan,0.0,5452000.0,194385226.38
2018-07-31,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_29-07-2018""",,nan,0.0,2472.0,194387698.38
2018-07-31,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_29-07-2018""",,nan,0.0,2428884.0,196816582.38
2018-07-31,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_29-07-2018""",,nan,0.0,2952500.0,199769082.38
2018-07-31,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_29-07-2018""",,nan,0.0,7646500.0,207415582.38
2018-08-01,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_30-07-2018""",,nan,0.0,1709501.0,209125083.38
2018-08-01,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_30-07-2018""",,nan,0.0,3881500.0,213006583.38
2018-08-01,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_30-07-2018""",,nan,0.0,4698500.0,217705083.38
2018-08-02,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_31-07-2018""",,nan,0.0,1911.0,217706994.38
2018-08-02,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_31-07-2018""",,nan,0.0,1738015.0,219445009.38
2018-08-02,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_31-07-2018""",,nan,0.0,3402000.0,222847009.38
2018-08-02,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),",,nan,0.0,5250000.0,228097009.38
2018-08-05,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_01-08-2018""",,nan,0.0,1802044.0,229899053.38
2018-08-05,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_01-08-2018""",,nan,0.0,2511000.0,232410053.38
2018-08-05,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_01-08-2018""",,nan,0.0,5130500.0,237540553.38
2018-08-06,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_02-08-2018""",,nan,0.0,4070.0,237544623.38
2018-08-06,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_02-08-2018""",,nan,0.0,1611943.0,239156566.38
2018-08-06,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_02-08-2018""",,nan,0.0,2390000.0,241546566.38
2018-08-06,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_02-08-2018""",,nan,0.0,5110800.0,246657366.38
2018-08-07,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_05-08-2018""",,nan,0.0,4223.0,246661589.38
2018-08-07,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_05-08-2018""",,nan,0.0,3196611.0,249858200.38
2018-08-07,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_05-08-2018""",,nan,0.0,5826238.0,255684438.38
2018-08-07,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_05-08-2018""",,nan,0.0,11425300.0,267109738.38
2018-08-08,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_06-08-2018""",,nan,0.0,471.0,267110209.38
2018-08-08,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_06-08-2018""",,nan,0.0,3679300.0,270789509.38
2018-08-08,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_06-08-2018""",,nan,0.0,9113386.0,279902895.38
2018-08-08,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_06-08-2018""",,nan,0.0,11507000.0,291409895.38
2018-08-09,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_07-08-2018""",,nan,0.0,313.0,291410208.38
2018-08-09,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_07-08-2018""",,nan,0.0,4123988.0,295534196.38
2018-08-09,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_07-08-2018""",,nan,0.0,9262000.0,304796196.38
2018-08-09,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_07-08-2018""",,nan,0.0,12380950.0,317177146.38
2018-08-12,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_08-08-2018""",,nan,0.0,5132.0,317182278.38
2018-08-12,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_08-08-2018""",,nan,0.0,4453441.0,321635719.38
2018-08-12,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_08-08-2018""",,nan,0.0,10053000.0,331688719.38
2018-08-12,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_08-08-2018""",,nan,0.0,13994750.0,345683469.38
2018-08-13,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_09-08-2018""",,nan,0.0,34.0,345683503.38
2018-08-13,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_09-08-2018""",,nan,0.0,4783504.0,350467007.38
2018-08-13,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_09-08-2018""",,nan,0.0,8179000.0,358646007.38
2018-08-13,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_09-08-2018""",,nan,0.0,15203250.0,373849257.38
2018-08-14,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_12-08-2018""",,nan,0.0,10781.0,373860038.38
2018-08-14,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_12-08-2018""",,nan,0.0,4782620.0,378642658.38
2018-08-14,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_12-08-2018""",,nan,0.0,9113000.0,387755658.38
2018-08-14,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_12-08-2018""",,nan,0.0,15395250.0,403150908.38
2018-08-14,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_11-08-2018""",,nan,0.0,278825.0,403429733.38
2018-08-14,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_11-08-2018""",,nan,0.0,953500.0,404383233.38
2018-08-14,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_11-08-2018""",,nan,0.0,1014000.0,405397233.38
2018-08-14,,BFT:TRF to 0101-364-03 for BRTA Tax and Vat pmt asper client inst.,,nan,370000000.0,0.0,35397233.38
2018-08-16,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_13-08-2018""",,nan,0.0,6080.0,35403313.38
2018-08-16,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_13-08-2018""",,nan,0.0,4483398.0,39886711.38
2018-08-16,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_13-08-2018""",,nan,0.0,7875500.0,47762211.38
2018-08-16,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_13-08-2018""",,nan,0.0,14371050.0,62133261.38
2018-08-19,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_14-08-2018""",,nan,0.0,5959.0,62139220.38
2018-08-19,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_14-08-2018""",,nan,0.0,4221817.0,66361037.38
2018-08-19,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_14-08-2018""",,nan,0.0,7442000.0,73803037.38
2018-08-19,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_14-08-2018""",,nan,0.0,12587500.0,86390537.38
2018-08-20,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_16-08-2018""",,nan,0.0,11036.0,86401573.38
2018-08-20,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_16-08-2018""",,nan,0.0,4958525.0,91360098.38
2018-08-20,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_16-08-2018""",,nan,0.0,8424500.0,99784598.38
2018-08-20,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_16-08-2018""",,nan,0.0,14609000.0,114393598.38
2018-08-26,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_18-08-2018""",,nan,0.0,456750.0,114850348.38
2018-08-26,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_18-08-2018""",,nan,0.0,779000.0,115629348.38
2018-08-26,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_18-08-2018""",,nan,0.0,1384500.0,117013848.38
2018-08-26,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_19-08-2018""",,nan,0.0,2455.0,117016303.38
2018-08-26,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_19-08-2018""",,nan,0.0,4193345.0,121209648.38
2018-08-26,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_19-08-2018""",,nan,0.0,5132500.0,126342148.38
2018-08-26,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_19-08-2018""",,nan,0.0,13036500.0,139378648.38
2018-08-27,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_20-08-2018""",,nan,0.0,2575446.0,141954094.38
2018-08-27,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_20-08-2018""",,nan,0.0,3435000.0,145389094.38
2018-08-27,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_20-08-2018""",,nan,0.0,4951500.0,150340594.38
2018-08-28,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_26-08-2018""",,nan,0.0,1554.0,150342148.38
2018-08-28,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_26-08-2018""",,nan,0.0,1856584.0,152198732.38
2018-08-28,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_26-08-2018""",,nan,0.0,2291000.0,154489732.38
2018-08-28,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_26-08-2018""",,nan,0.0,5716500.0,160206232.38
2018-08-28,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_25-08-2018""",,nan,0.0,17357.0,160223589.38
2018-08-28,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_25-08-2018""",,nan,0.0,25000.0,160248589.38
2018-08-28,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_25-08-2018""",,nan,0.0,199500.0,160448089.38
2018-08-29,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_27-08-2018""",,nan,0.0,2188.0,160450277.38
2018-08-29,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_27-08-2018""",,nan,0.0,3154479.0,163604756.38
2018-08-29,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_27-08-2018""",,nan,0.0,4420000.0,168024756.38
2018-08-29,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_27-08-2018""",,nan,0.0,7929225.0,175953981.38
2018-08-30,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_28-08-2018""",,nan,0.0,4068.0,175958049.38
2018-08-30,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_28-08-2018""",,nan,0.0,2826444.0,178784493.38
2018-08-30,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_28-08-2018""",,nan,0.0,4278500.0,183062993.38
2018-08-30,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_28-08-2018""",,nan,0.0,7770000.0,190832993.38
2018-09-03,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_29-08-2018""",,nan,0.0,13050.0,190846043.38
2018-09-03,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_29-08-2018""",,nan,0.0,2846009.0,193692052.38
2018-09-03,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_29-08-2018""",,nan,0.0,4481500.0,198173552.38
2018-09-03,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_29-08-2018""",,nan,0.0,6772500.0,204946052.38
2018-09-04,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_30-08-2018""",,nan,0.0,2811381.0,207757433.38
2018-09-04,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_30-08-2018""",,nan,0.0,4883500.0,212640933.38
2018-09-04,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_30-08-2018""",,nan,0.0,5901000.0,218541933.38
2018-09-05,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_03-09-2018""",,nan,0.0,4370145.0,222912078.38
2018-09-05,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_03-09-2018""",,nan,0.0,6603000.0,229515078.38
2018-09-05,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_03-09-2018""",,nan,0.0,9960500.0,239475578.38
2018-09-05,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_01-09-2018""",,nan,0.0,254017.0,239729595.38
2018-09-05,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_01-09-2018""",,nan,0.0,272500.0,240002095.38
2018-09-05,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_01-09-2018""",,nan,0.0,362000.0,240364095.38
2018-09-06,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_04-09-2018""",,nan,0.0,4099.0,240368194.38
2018-09-06,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_04-09-2018""",,nan,0.0,3614879.0,243983073.38
2018-09-06,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_04-09-2018""",,nan,0.0,5962500.0,249945573.38
2018-09-06,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_04-09-2018""",,nan,0.0,7782750.0,257728323.38
2018-09-09,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_05-09-2018""",,nan,0.0,4757.0,257733080.38
2018-09-09,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_05-09-2018""",,nan,0.0,3413188.0,261146268.38
2018-09-09,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_05-09-2018""",,nan,0.0,4896000.0,266042268.38
2018-09-09,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_05-09-2018""",,nan,0.0,8002500.0,274044768.38
2018-09-10,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_06-09-2018""",,nan,0.0,2035.0,274046803.38
2018-09-10,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_06-09-2018""",,nan,0.0,3324385.0,277371188.38
2018-09-10,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_06-09-2018""",,nan,0.0,5835750.0,283206938.38
2018-09-10,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_06-09-2018""",,nan,0.0,7722166.0,290929104.38
2018-09-11,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_09-09-2018""",,nan,0.0,16589.0,290945693.38
2018-09-11,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_09-09-2018""",,nan,0.0,3764646.0,294710339.38
2018-09-11,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_09-09-2018""",,nan,0.0,5895000.0,300605339.38
2018-09-11,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_09-09-2018""",,nan,0.0,8941500.0,309546839.38
2018-09-11,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_08-09-2018""",,nan,0.0,210519.0,309757358.38
2018-09-11,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_08-09-2018""",,nan,0.0,323000.0,310080358.38
2018-09-11,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_08-09-2018""",,nan,0.0,618500.0,310698858.38
2018-09-12,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_10-09-2018""",,nan,0.0,8104.0,310706962.38
2018-09-12,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_10-09-2018""",,nan,0.0,3517984.0,314224946.38
2018-09-12,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_10-09-2018""",,nan,0.0,4458500.0,318683446.38
2018-09-12,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_10-09-2018""",,nan,0.0,8283000.0,326966446.38
2018-09-13,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_11-09-2018""",,nan,0.0,2103.0,326968549.38
2018-09-13,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_11-09-2018""",,nan,0.0,2965488.0,329934037.38
2018-09-13,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_11-09-2018""",,nan,0.0,5086000.0,335020037.38
2018-09-13,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_11-09-2018""",,nan,0.0,6973500.0,341993537.38
2018-09-13,,BFT:TRF to 0101-364-03 for BRTA Tax and Vat pmt asper client inst.,,nan,320000000.0,0.0,21993537.38
2018-09-16,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_12-09-2018""",,nan,0.0,2764.0,21996301.38
2018-09-16,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_12-09-2018""",,nan,0.0,2981316.0,24977617.38
2018-09-16,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_12-09-2018""",,nan,0.0,4643500.0,29621117.38
2018-09-16,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_12-09-2018""",,nan,0.0,6858750.0,36479867.38
2018-09-17,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_13-09-2018""",,nan,0.0,4070.0,36483937.38
2018-09-17,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_13-09-2018""",,nan,0.0,3200761.0,39684698.38
2018-09-17,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_13-09-2018""",,nan,0.0,4551000.0,44235698.38
2018-09-17,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_13-09-2018""",,nan,0.0,6700205.0,50935903.38
2018-09-17,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_15-09-2018""",,nan,0.0,318.0,50936221.38
