Date,Transaction_code,Details,Ref,Cheque,Debit,Credit,Balance
2020-07-09,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_07-07-2020",,nan,0.0,1923105.0,230262571.2
2020-07-09,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :09/07/2020",,nan,0.0,690.0,230263261.2
2020-07-12,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_08-07-2020",,nan,0.0,4491583.0,234754844.2
2020-07-12,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_08-07-2020",,nan,0.0,13359000.0,248113844.2
2020-07-12,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_08-07-2020",,nan,0.0,24990500.0,273104344.2
2020-07-12,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_08-07-2020",,nan,0.0,1971617.0,275075961.2
2020-07-12,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :12/07/2020",,nan,0.0,3139.0,275079100.2
2020-07-13,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_09-07-2020",,nan,0.0,463.0,275079563.2
2020-07-13,,"BFT:Trf of BRTA-Current Year VAT, Collection",,nan,0.0,4312742.0,279392305.2
2020-07-13,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_09-07-2020",,nan,0.0,13265000.0,292657305.2
2020-07-13,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_09-07-2020",,nan,0.0,22450000.0,315107305.2
2020-07-13,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_09-07-2020",,nan,0.0,1951622.0,317058927.2
2020-07-13,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :13/07/2020",,nan,0.0,3795.0,317062722.2
2020-07-14,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_12-07-2020",,nan,0.0,3747.0,317066469.2
2020-07-14,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_12-07-2020",,nan,0.0,4834091.0,321900560.2
2020-07-14,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_12-07-2020",,nan,0.0,12982000.0,334882560.2
2020-07-14,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_12-07-2020",,nan,0.0,28116000.0,362998560.2
2020-07-14,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_12-07-2020",,nan,0.0,2020098.0,365018658.2
2020-07-14,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :14/07/2020",,nan,0.0,2208.0,365020866.2
2020-07-15,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_13-07-2020",,nan,0.0,4075.0,365024941.2
2020-07-15,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_13-07-2020",,nan,0.0,4668104.0,369693045.2
2020-07-15,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_13-07-2020",,nan,0.0,12667000.0,382360045.2
2020-07-15,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_13-07-2020",,nan,0.0,26999500.0,409359545.2
2020-07-15,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_13-07-2020",,nan,0.0,2311974.0,411671519.2
2020-07-15,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :15/07/2020",,nan,0.0,3940.0,411675459.2
2020-07-16,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_14-07-2020",,nan,0.0,2039.0,411677498.2
2020-07-16,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_14-07-2020",,nan,0.0,4728789.0,416406287.2
2020-07-16,,"BFT:Trf of BRTA-Advance Income Tax (Companies),",,nan,0.0,13902000.0,430308287.2
2020-07-16,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_14-07-2020",,nan,0.0,27643000.0,457951287.2
2020-07-16,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_14-07-2020",,nan,0.0,2309138.0,460260425.2
2020-07-16,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :16/07/2020",,nan,0.0,4578.0,460265003.2
2020-07-19,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_15-07-2020",,nan,0.0,4257582.0,464522585.2
2020-07-19,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_15-07-2020",,nan,0.0,12033000.0,476555585.2
2020-07-19,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_15-07-2020",,nan,0.0,28897000.0,505452585.2
2020-07-19,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_15-07-2020",,nan,0.0,2128655.0,507581240.2
2020-07-19,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :19/07/2020",,nan,0.0,1978.0,507583218.2
2020-07-20,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_16-07-2020",,nan,0.0,2188.0,507585406.2
2020-07-20,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_16-07-2020",,nan,0.0,4397692.0,511983098.2
2020-07-20,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_16-07-2020",,nan,0.0,13231500.0,525214598.2
2020-07-20,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_16-07-2020",,nan,0.0,29303500.0,554518098.2
2020-07-20,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_16-07-2020",,nan,0.0,2371608.0,556889706.2
2020-07-20,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :20/07/2020",,nan,0.0,3837.0,556893543.2
2020-07-21,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_19-07-2020",,nan,0.0,2188.0,556895731.2
2020-07-21,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_19-07-2020",,nan,0.0,5933018.0,562828749.2
2020-07-21,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_19-07-2020",,nan,0.0,14624000.0,577452749.2
2020-07-21,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_19-07-2020",,nan,0.0,33917500.0,611370249.2
2020-07-21,,"BFT:Trf of BRTA-Supplementary Duty, Collection",,nan,0.0,3376945.0,614747194.2
2020-07-21,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :21/07/2020",,nan,0.0,1817.0,614749011.2
2020-07-22,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_20-07-2020",,nan,0.0,3747.0,614752758.2
2020-07-22,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_20-07-2020",,nan,0.0,5052357.0,619805115.2
2020-07-22,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_20-07-2020",,nan,0.0,16229000.0,636034115.2
2020-07-22,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_20-07-2020",,nan,0.0,29400000.0,665434115.2
2020-07-22,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_20-07-2020",,nan,0.0,2589854.0,668023969.2
2020-07-22,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :22/07/2020",,nan,0.0,3888.0,668027857.2
2020-07-23,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_21-07-2020",,nan,0.0,4722290.0,672750147.2
2020-07-23,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_21-07-2020",,nan,0.0,12956000.0,685706147.2
2020-07-23,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_21-07-2020",,nan,0.0,30013000.0,715719147.2
2020-07-23,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_21-07-2020",,nan,0.0,2197932.0,717917079.2
2020-07-23,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :23/07/2020",,nan,0.0,4135.0,717921214.2
2020-07-26,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_22-07-2020",,nan,0.0,2188.0,717923402.2
2020-07-26,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_22-07-2020",,nan,0.0,5027135.0,722950537.2
2020-07-26,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_22-07-2020",,nan,0.0,15796500.0,738747037.2
2020-07-26,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_22-07-2020",,nan,0.0,31287190.0,770034227.2
2020-07-26,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_22-07-2020",,nan,0.0,2560404.0,772594631.2
2020-07-26,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :26/07/2020",,nan,0.0,2990.0,772597621.2
2020-07-27,,"BFT:Trf of BRTA-Pervious Year VAT, Collection",,nan,0.0,2294.0,772599915.2
2020-07-27,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_23-07-2020",,nan,0.0,4940434.0,777540349.2
2020-07-27,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_23-07-2020",,nan,0.0,15345000.0,792885349.2
2020-07-27,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_23-07-2020",,nan,0.0,32851000.0,825736349.2
2020-07-27,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_23-07-2020",,nan,0.0,2786526.0,828522875.2
2020-07-27,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :27/07/2020",,nan,0.0,2652.0,828525527.2
2020-07-28,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_26-07-2020",,nan,0.0,1310.0,828526837.2
2020-07-28,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_26-07-2020",,nan,0.0,7610609.0,836137446.2
2020-07-28,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_26-07-2020",,nan,0.0,18448000.0,854585446.2
2020-07-28,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_26-07-2020",,nan,0.0,40683000.0,895268446.2
2020-07-28,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_26-07-2020",,nan,0.0,4097326.0,899365772.2
2020-07-28,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :28/07/2020",,nan,0.0,1288.0,899367060.2
2020-07-29,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_27-07-2020",,nan,0.0,13702.0,899380762.2
2020-07-29,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_27-07-2020",,nan,0.0,5509028.0,904889790.2
2020-07-29,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_27-07-2020",,nan,0.0,14556500.0,919446290.2
2020-07-29,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_27-07-2020",,nan,0.0,37590000.0,957036290.2
2020-07-29,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_27-07-2020",,nan,0.0,3038267.0,960074557.2
2020-07-29,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :29/07/2020",,nan,0.0,989.0,960075546.2
2020-07-30,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_28-07-2020",,nan,0.0,4878400.0,964953946.2
2020-07-30,,"BFT:Trf of BRTA-Advance Income Tax (Companies),",,nan,0.0,11900500.0,976854446.2
2020-07-30,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_28-07-2020",,nan,0.0,28438000.0,1005292446.2
2020-07-30,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_28-07-2020",,nan,0.0,2822892.0,1008115338.2
2020-07-30,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :30/07/2020",,nan,0.0,759.0,1008116097.2
2020-08-03,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_29-07-2020",,nan,0.0,233.0,1008116330.2
2020-08-03,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_29-07-2020",,nan,0.0,4106550.0,1012222880.2
2020-08-03,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_29-07-2020",,nan,0.0,9809000.0,1022031880.2
2020-08-03,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_29-07-2020",,nan,0.0,24702500.0,1046734380.2
2020-08-03,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_29-07-2020",,nan,0.0,2360696.0,1049095076.2
2020-08-04,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_30-07-2020",,nan,0.0,2550930.0,1051646006.2
2020-08-04,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_30-07-2020",,nan,0.0,4866868.0,1056512874.2
2020-08-04,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_30-07-2020",,nan,0.0,13178500.0,1069691374.2
2020-08-04,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_30-07-2020",,nan,0.0,1641477.0,1071332851.2
2020-08-05,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_03-08-2020",,nan,0.0,934650.0,1072267501.2
2020-08-05,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_03-08-2020",,nan,0.0,1635500.0,1073903001.2
2020-08-05,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_03-08-2020",,nan,0.0,6863500.0,1080766501.2
2020-08-05,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_03-08-2020",,nan,0.0,534157.0,1081300658.2
2020-08-06,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_04-08-2020",,nan,0.0,1824927.0,1083125585.2
2020-08-06,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_04-08-2020",,nan,0.0,4308000.0,1087433585.2
2020-08-06,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_04-08-2020",,nan,0.0,13604500.0,1101038085.2
2020-08-06,,"BFT:Trf of BRTA-Supplementary Duty, Collection",,nan,0.0,935235.0,1101973320.2
2020-08-09,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_05-08-2020",,nan,0.0,3034311.0,1105007631.2
2020-08-09,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_05-08-2020",,nan,0.0,7917000.0,1112924631.2
2020-08-09,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_05-08-2020",,nan,0.0,21619500.0,1134544131.2
2020-08-09,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_05-08-2020",,nan,0.0,1638670.0,1136182801.2
2020-08-10,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :09/08/2020",,nan,0.0,5286.0,1136188087.2
2020-08-10,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_06-08-2020",,nan,0.0,1270.0,1136189357.2
2020-08-10,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_06-08-2020",,nan,0.0,3402067.0,1139591424.2
2020-08-10,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_06-08-2020",,nan,0.0,8507000.0,1148098424.2
2020-08-10,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_06-08-2020",,nan,0.0,24591000.0,1172689424.2
2020-08-10,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_06-08-2020",,nan,0.0,1759161.0,1174448585.2
2020-08-10,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :10/08/2020",,nan,0.0,1254.0,1174449839.2
2020-08-12,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_09-08-2020",,nan,0.0,5580854.0,1180030693.2
2020-08-12,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_09-08-2020",,nan,0.0,17014000.0,1197044693.2
2020-08-12,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_09-08-2020",,nan,0.0,34063500.0,1231108193.2
2020-08-12,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_09-08-2020",,nan,0.0,2491857.0,1233600050.2
2020-08-12,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :12/08/2020",,nan,0.0,529.0,1233600579.2
2020-08-13,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_10-08-2020",,nan,0.0,1911.0,1233602490.2
2020-08-13,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_10-08-2020",,nan,0.0,5350528.0,1238953018.2
2020-08-13,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_10-08-2020",,nan,0.0,17656000.0,1256609018.2
2020-08-13,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_10-08-2020",,nan,0.0,36323000.0,1292932018.2
2020-08-13,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_10-08-2020",,nan,0.0,2359976.0,1295291994.2
2020-08-13,,BFT:Fund TRF to 101-364-03 as per client instruction,,nan,1000000000.0,0.0,295291994.2
2020-08-13,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :13/08/2020",,nan,0.0,4124.0,295296118.2
2020-08-16,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_12-08-2020",,nan,0.0,2356.0,295298474.2
2020-08-16,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_12-08-2020",,nan,0.0,6689625.0,301988099.2
2020-08-16,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_12-08-2020",,nan,0.0,18297500.0,320285599.2
2020-08-16,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_12-08-2020",,nan,0.0,42573500.0,362859099.2
2020-08-16,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_12-08-2020",,nan,0.0,2975956.0,365835055.2
2020-08-16,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :16/08/2020",,nan,0.0,943.0,365835998.2
2020-08-17,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_13-08-2020",,nan,0.0,6311363.0,372147361.2
2020-08-17,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_13-08-2020",,nan,0.0,16958500.0,389105861.2
2020-08-17,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_13-08-2020",,nan,0.0,37749000.0,426854861.2
2020-08-17,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_13-08-2020",,nan,0.0,2867653.0,429722514.2
2020-08-17,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :17/08/2020",,nan,0.0,3031.0,429725545.2
2020-08-18,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_16-08-2020",,nan,0.0,5802350.0,435527895.2
2020-08-18,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_16-08-2020",,nan,0.0,14331500.0,449859395.2
2020-08-18,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_16-08-2020",,nan,0.0,35504500.0,485363895.2
2020-08-18,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_16-08-2020",,nan,0.0,2689661.0,488053556.2
2020-08-18,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,",,nan,0.0,1610.0,488055166.2
2020-08-19,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_17-08-2020",,nan,0.0,718.0,488055884.2
2020-08-19,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_17-08-2020",,nan,0.0,6243464.0,494299348.2
2020-08-19,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_17-08-2020",,nan,0.0,17259000.0,511558348.2
2020-08-19,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_17-08-2020",,nan,0.0,35832000.0,547390348.2
2020-08-19,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_17-08-2020",,nan,0.0,2915450.0,550305798.2
2020-08-19,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :19/08/2020",,nan,0.0,1783.0,550307581.2
2020-08-20,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_18-08-2020",,nan,0.0,2472.0,550310053.2
2020-08-20,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_18-08-2020",,nan,0.0,5652725.0,555962778.2
2020-08-20,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_18-08-2020",,nan,0.0,16676700.0,572639478.2
2020-08-20,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_18-08-2020",,nan,0.0,36447500.0,609086978.2
2020-08-20,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_18-08-2020",,nan,0.0,2598800.0,611685778.2
2020-08-20,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :20/08/2020",,nan,0.0,759.0,611686537.2
2020-08-23,,"BFT:Trf of BRTA-Pervious Year VAT, CollectionDate_19-08-2020",,nan,0.0,2112.0,611688649.2
2020-08-23,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_19-08-2020",,nan,0.0,5426302.0,617114951.2
2020-08-23,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_19-08-2020",,nan,0.0,15157000.0,632271951.2
2020-08-23,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_19-08-2020",,nan,0.0,33813500.0,666085451.2
2020-08-23,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_19-08-2020",,nan,0.0,2327454.0,668412905.2
2020-08-23,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :23/08/2020",,nan,0.0,529.0,668413434.2
2020-08-24,,"BFT:Trf of BRTA-Current Year VAT, Collection",,nan,0.0,4995896.0,673409330.2
2020-08-24,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_20-08-2020",,nan,0.0,13247000.0,686656330.2
2020-08-24,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_20-08-2020",,nan,0.0,32616500.0,719272830.2
2020-08-24,,"BFT:Trf of BRTA-Supplementary Duty, CollectionDate_20-08-2020",,nan,0.0,2428793.0,721701623.2
2020-08-24,,"BFT:MIRPUR BRTA BOOTH ( MIRPUR BRTA,MIRPUR-13, DHAKA. ) ,Brta collection  Dated :24/08/2020",,nan,0.0,1058.0,721702681.2
2020-08-25,,"BFT:Trf of BRTA-Current Year VAT, CollectionDate_23-08-2020",,nan,0.0,6591915.0,728294596.2
2020-08-25,,"BFT:Trf of BRTA-Advance Income Tax (Companies),Collection Date_23-08-2020",,nan,0.0,16269150.0,744563746.2
2020-08-25,,"BFT:Trf of BRTA-Advance Income Tax (Personal),Collection Date_23-08-2020",,nan,0.0,39584000.0,784147746.2
